Title;Year;Directors;Rating10;WatchedDate
Teenage Mutant Ninja Turtles;2014;Jonathan Liebesman;#NOMBRE!;01/01/1970
Jack Ryan: Shadow Recruit;2014;Kenneth Branagh;#NOMBRE!;01/01/1970
Sucker Punch;2011;Zack Snyder;#NOMBRE!;01/01/1970
Battle Los Angeles;2011;Jonathan Liebesman;#NOMBRE!;01/01/1970
G.I. Joe: Rise of Cobra;2009;Stephen Sommers;#NOMBRE!;01/01/1970
X-Men Origins : Wolverine;2009;Gavin Hood;#NOMBRE!;01/01/1970
Transformers;2007;Michael Bay;#NOMBRE!;01/01/1970
Rambo;2008;Sylvester Stallone;#NOMBRE!;01/01/1970
Largo Winch;2008;Jérôme Salle;#NOMBRE!;01/01/1970
Gran Torino;2008;Clint Eastwood;#NOMBRE!;01/01/1970
A Perfect World;1993;Clint Eastwood;#NOMBRE!;01/01/1970
Look Who's Talking;1989;Amy Heckerling;#NOMBRE!;01/01/1970
Die Hard 2;1990;Renny Harlin;#NOMBRE!;12/02/2016
Look Who's Talking Too;1990;Amy Heckerling;#NOMBRE!;01/01/1970
Hudson Hawk;1991;Michael Lehmann;#NOMBRE!;01/01/1970
Last Man Standing;1996;Walter Hill;#NOMBRE!;01/01/1970
Beavis and Butt-Head Do America;1997;Yvette Kaplan Mike Judge;#NOMBRE!;01/01/1970
The Jackal;1997;Michael Caton-Jones;#NOMBRE!;01/01/1970
Mercury Rising;1998;Harold Becker;#NOMBRE!;01/01/1970
Armageddon;1998;Michael Bay;#NOMBRE!;01/01/1970
The Whole Nine Yards;2000;Jonathan Lynn;#NOMBRE!;01/01/1970
Bandits;2001;Barry Levinson;#NOMBRE!;01/01/1970
Hart's War;2002;Gregory Hoblit;#NOMBRE!;01/01/1970
Hostage;2005;Florent-Emilio Siri;#NOMBRE!;01/01/1970
Fast Food Nation;2006;Richard Linklater;#NOMBRE!;01/01/1970
Alpha Dog;2007;Nick Cassavetes;#NOMBRE!;01/01/1970
Surrogates;2009;Jonathan Mostow;#NOMBRE!;01/01/1970
RED;2010;Robert Schwentke;#NOMBRE!;01/01/1970
A Good Day to Die Hard;2013;John Moore;#NOMBRE!;01/01/1970
Rollerball;2002;John McTiernan;#NOMBRE!;01/01/1970
Basic;2003;John McTiernan;#NOMBRE!;01/01/1970
Tinker Tailor Soldier Spy;2011;Tomas Alfredson;#NOMBRE!;01/01/1970
K-19: The Widowmaker;2002;Kathryn Bigelow;#NOMBRE!;01/01/1970
The Hunt for Red October;1990;John McTiernan;#NOMBRE!;01/01/1970
X2;2003;Bryan Singer;#NOMBRE!;01/01/1970
Blade;1998;Stephen Norrington;#NOMBRE!;01/01/1970
X-Men: The Last Stand;2006;Brett Ratner;#NOMBRE!;01/01/1970
Hulk;2003;Ang Lee;#NOMBRE!;01/01/1970
Blade II;2002;Guillermo del Toro;#NOMBRE!;01/01/1970
Iron Man 2;2010;Jon Favreau;#NOMBRE!;01/01/1970
Thor;2011;Kenneth Branagh;#NOMBRE!;01/01/1970
The Amazing Spider-Man;2012;Marc Webb;#NOMBRE!;01/01/1970
Thor: The Dark World;2013;Alan Taylor;#NOMBRE!;01/01/1970
Captain America: The First Avenger;2011;Joe Johnston;#NOMBRE!;01/01/1970
Iron Man 3;2013;Shane Black;#NOMBRE!;01/01/1970
Spider-Man;2002;Sam Raimi;#NOMBRE!;01/01/1970
Spider-Man 2;2004;Sam Raimi;#NOMBRE!;01/01/1970
Iron Man;2008;Jon Favreau;#NOMBRE!;01/01/1970
The Wedding Planner;2001;Adam Shankman;#NOMBRE!;01/01/1970
Sahara;2005;Breck Eisner;#NOMBRE!;01/01/1970
Ghosts of Girlfriends Past;2009;Mark Waters;#NOMBRE!;01/01/1970
Tropic Thunder;2008;Ben Stiller;#NOMBRE!;01/01/1970
Magic Mike;2012;Steven Soderbergh;#NOMBRE!;01/01/1970
EdTV;1999;Ron Howard;#NOMBRE!;01/01/1970
Reign of Fire;2002;Rob Bowman;#NOMBRE!;01/01/1970
U-571;2000;Jonathan Mostow;#NOMBRE!;01/01/1970
Frailty;2002;Bill Paxton;#NOMBRE!;01/01/1970
The Lincoln Lawyer;2011;Brad Furman;#NOMBRE!;01/01/1970
Mud;2013;Jeff Nichols;#NOMBRE!;01/01/1970
White Fang;1991;Randal Kleiser;#NOMBRE!;01/01/1970
L'Ours;1988;Jean-Jacques Annaud;#NOMBRE!;01/01/1970
The Emerald Forest;1985;John Boorman;#NOMBRE!;01/01/1970
The Mission;1986;Roland Joffé;#NOMBRE!;01/01/1970
The Illusionist;2007;Neil Burger;#NOMBRE!;01/01/1970
eXistenZ;1999;David Cronenberg;#NOMBRE!;01/01/1970
Vanilla Sky;2001;Cameron Crowe;#NOMBRE!;01/01/1970
Orphan;2009;Jaume Collet-Serra;#NOMBRE!;01/01/1970
Primal Fear;1996;Gregory Hoblit;#NOMBRE!;01/01/1970
Lucky Number Slevin;2006;Paul McGuigan;#NOMBRE!;01/01/1970
Angel Heart;1987;Alan Parker;#NOMBRE!;01/01/1970
The Village;2004;M. Night Shyamalan;#NOMBRE!;01/01/1970
Identity;2003;James Mangold;#NOMBRE!;01/01/1970
The Others;2001;Alejandro Amenábar;#NOMBRE!;01/01/1970
The Sixth Sense;1999;M. Night Shyamalan;#NOMBRE!;01/01/1970
Iron Sky;2012;Timo Vuorensola;#NOMBRE!;01/01/1970
Déjà Vu;2006;Tony Scott;#NOMBRE!;01/01/1970
Frequency;2000;Gregory Hoblit;#NOMBRE!;01/01/1970
Source Code;2011;Duncan Jones;#NOMBRE!;01/01/1970
The Time Machine;2002;Simon Wells;#NOMBRE!;01/01/1970
The Final Countdown;1980;Don Taylor;#NOMBRE!;01/01/1970
The Butterfly Effect;2004;Eric Bress J. Mackye Gruber;#NOMBRE!;01/01/1970
Home Alone 2;1992;Chris Columbus;#NOMBRE!;01/01/1970
Short Circuit 2;1988;Kenneth Johnson;#NOMBRE!;01/01/1970
Beethoven;1992;Brian Levant;#NOMBRE!;01/01/1970
Génial mes parents divorcent !;1991;Patrick Braoudé;#NOMBRE!;01/01/1970
Honey I Shrunk the Kids;1989;Joe Johnston;#NOMBRE!;01/01/1970
Mary Poppins;1964;Robert Stevenson;#NOMBRE!;01/01/1970
Matilda;1996;Danny DeVito;#NOMBRE!;01/01/1970
3 ninjas;1992;Jon Turteltaub;#NOMBRE!;01/01/1970
Teenage Mutant Ninja Turtles;1990;Steve Barron;#NOMBRE!;01/01/1970
Tarzan;1999;Chris Buck Kevin Lima;#NOMBRE!;01/01/1970
Wallace and Gromit: The Wrong Trousers;1993;Nick Park;#NOMBRE!;01/01/1970
Gremlins;1984;Joe Dante;#NOMBRE!;01/01/1970
Ice Age;2002;Chris Wedge Carlos Saldanha;#NOMBRE!;01/01/1970
Shrek;2001;Andrew Adamson Vicky Jenson;#NOMBRE!;01/01/1970
Guo chan ling ling qi;1994;Stephen Chow Lee Lik-Chi;#NOMBRE!;01/01/1970
G?ngfu;2004;Stephen Chow Wellson Chin;#NOMBRE!;01/01/1970
Hei kek ji wong;1999;Lee Lik-Chi Stephen Chow;#NOMBRE!;01/01/1970
Xing yuan;1999;Jingle Ma;#NOMBRE!;01/01/1970
Mou han fou wut;2002;Jeffrey Lau;#NOMBRE!;01/01/1970
Siu Lam Juk Kau;2001;Stephen Chow Lee Lik-Chi;#NOMBRE!;01/01/1970
Wong gok hak yau;2004;Derek Yee;#NOMBRE!;01/01/1970
Wu ji;2005;Chén K?i-G?;#NOMBRE!;01/01/1970
Failan;2001;Song Hae-Sung;#NOMBRE!;01/01/1970
Million Dollar Baby;2004;Clint Eastwood;#NOMBRE!;01/01/1970
Christine;1983;John Carpenter;#NOMBRE!;01/01/1970
In the Mouth of Madness;1995;John Carpenter;#NOMBRE!;01/01/1970
Vampires;1998;John Carpenter;#NOMBRE!;01/01/1970
Ghosts of Mars;2001;John Carpenter;#NOMBRE!;01/01/1970
Training Day;2001;Antoine Fuqua;#NOMBRE!;01/01/1970
La Haine;1995;Mathieu Kassovitz;#NOMBRE!;01/01/1970
Assault on Precinct 13;1976;John Carpenter;#NOMBRE!;01/01/1970
Edward Scissorhands;1990;Tim Burton;#NOMBRE!;01/01/1970
Ed Wood;1994;Tim Burton;#NOMBRE!;01/01/1970
Sleepy Hollow;1999;Tim Burton;#NOMBRE!;01/01/1970
Planet of the Apes;2001;Tim Burton;#NOMBRE!;01/01/1970
Big Fish;2003;Tim Burton;#NOMBRE!;01/01/1970
Charlie and the Chocolate Factory;2005;Tim Burton;#NOMBRE!;01/01/1970
Corpse Bride;2005;Mike Johnson Tim Burton;#NOMBRE!;01/01/1970
Alice in Wonderland;2010;Tim Burton;#NOMBRE!;01/01/1970
Dark Shadows;2012;Tim Burton;#NOMBRE!;01/01/1970
X-Men;2000;Bryan Singer;#NOMBRE!;01/01/1970
Ravenous;1999;Antonia Bird;#NOMBRE!;01/01/1970
Harry un ami qui vous veut du bien;2000;Dominik Moll;#NOMBRE!;01/01/1970
Casino Royale;2006;Martin Campbell;#NOMBRE!;01/01/1970
Collateral;2004;Michael Mann;#NOMBRE!;01/01/1970
Red Dragon;2002;Brett Ratner;#NOMBRE!;01/01/1970
Conan the Barbarian;1982;John Milius;#NOMBRE!;01/01/1970
El Laberinto del Fauno;2006;Guillermo del Toro;#NOMBRE!;01/01/1970
The Devil's Advocate;1997;Taylor Hackford;#NOMBRE!;01/01/1970
American Psycho;2000;Mary Harron;#NOMBRE!;01/01/1970
Batman Returns;1992;Tim Burton;#NOMBRE!;01/01/1970
Skyfall;2012;Sam Mendes;#NOMBRE!;01/01/1970
Saw;2004;James Wan;#NOMBRE!;01/01/1970
Batman;1989;Tim Burton;#NOMBRE!;01/01/1970
Halloween;1978;John Carpenter;#NOMBRE!;01/01/1970
C'est arrivé près de chez vous;1992;Rémy Belvaux André Bonzel Benoît Poelvoorde;#NOMBRE!;01/01/1970
Clerks;1994;Kevin Smith;#NOMBRE!;01/01/1970
The Evil Dead;1981;Sam Raimi;#NOMBRE!;01/01/1970
The Blair Witch Project;1999;Daniel Myrick Eduardo Sánchez;#NOMBRE!;01/01/1970
Ôdishon;2000;Takashi Miike;#NOMBRE!;01/01/1970
Gôruden suranbâ;2010;Yoshihiro Nakamura;#NOMBRE!;01/01/1970
The Grey;2012;Joe Carnahan;#NOMBRE!;01/01/1970
Predator 2;1990;Stephen Hopkins;#NOMBRE!;01/01/1970
La Soupe aux choux;1981;Jean Girault;#NOMBRE!;01/01/1970
K-Pax;2001;Iain Softley;#NOMBRE!;01/01/1970
The Faculty;1998;Robert Rodriguez;#NOMBRE!;01/01/1970
The World's End;2013;Edgar Wright;#NOMBRE!;01/01/1970
Monsters;2010;Gareth Edwards;#NOMBRE!;01/01/1970
Super 8;2011;J.J. Abrams;#NOMBRE!;01/01/1970
Independence Day;1996;Roland Emmerich;#NOMBRE!;01/01/1970
Signs;2002;M. Night Shyamalan;#NOMBRE!;01/01/1970
Men in Black;1997;Barry Sonnenfeld;#NOMBRE!;01/01/1970
Mars Attacks!;1996;Tim Burton;#NOMBRE!;01/01/1970
Screamers;1995;Christian Duguay;#NOMBRE!;01/01/1970
Stargate;1994;Roland Emmerich;#NOMBRE!;01/01/1970
Galaxy Quest;1999;Dean Parisot;#NOMBRE!;01/01/1970
Pitch Black;2000;David Twohy;#NOMBRE!;01/01/1970
The Hobbit: The Desolation of Smaug;2013;Peter Jackson;#NOMBRE!;01/01/1970
Hannibal;2001;Ridley Scott;#NOMBRE!;01/01/1970
Matchstick Men;2003;Ridley Scott;#NOMBRE!;01/01/1970
1492: Conquest of Paradise;1992;Ridley Scott;#NOMBRE!;01/01/1970
Black Rain;1989;Ridley Scott;#NOMBRE!;01/01/1970
Legend;1985;Ridley Scott;#NOMBRE!;01/01/1970
Mao xian wang;1996;Ching Siu-Tung;#NOMBRE!;01/01/1970
Leung go zek nang wut yat go;1997;Patrick Yau;#NOMBRE!;01/01/1970
Ritânâ;2002;Takashi Yamazaki;#NOMBRE!;01/01/1970
Jing ke ci qin wang;1998;Chén K?i-G?;#NOMBRE!;01/01/1970
Suzhou He;2022;Lou Ye;#NOMBRE!;01/01/1970
Hua pi;2008;Gordon Chan Andy Chin Danny Ko;#NOMBRE!;01/01/1970
Su Qi-er;2010;Yuen Woo-Ping;#NOMBRE!;01/01/1970
Rúgu?·ài;2005;Peter Chan Ho-Sun Samson Chiu;#NOMBRE!;01/01/1970
Wo de fu qin mu qin;1999;Zh?ng Yì-Móu;#NOMBRE!;01/01/1970
Wo hu cang long;2000;Ang Lee;#NOMBRE!;01/01/1970
Musa;2001;Kim Sung-Su;#NOMBRE!;01/01/1970
Ye Yan;2006;Féng Xi?o-G?ng;#NOMBRE!;01/01/1970
TMNT;2007;Kevin Munroe;#NOMBRE!;01/01/1970
Amadeus;1984;Miloš Forman;#NOMBRE!;01/01/1970
Memoirs of a Geisha;2005;Rob Marshall;#NOMBRE!;01/01/1970
Die unendliche Geschichte;1984;Wolfgang Petersen;#NOMBRE!;01/01/1970
It;1990;Tommy Lee Wallace;#NOMBRE!;01/01/1970
Spawn;1997;Mark A.Z. Dippé;#NOMBRE!;01/01/1970
Knights of the Round Table;1953;Richard Thorpe;#NOMBRE!;01/01/1970
Excalibur;1981;John Boorman;#NOMBRE!;01/01/1970
Monty Python's Life of Brian;1979;Terry Jones;#NOMBRE!;01/01/1970
The Thing;2011;Matthijs van Heijningen Jr.;#NOMBRE!;01/01/1970
Psycho;1998;Gus Van Sant;#NOMBRE!;01/01/1970
Jûsan-nin no shikaku;2010;Takashi Miike;#NOMBRE!;01/01/1970
Piranha 3D;2010;Alexandre Aja;#NOMBRE!;01/01/1970
Ocean's Eleven;2001;Steven Soderbergh;#NOMBRE!;01/01/1970
RoboCop;2014;José Padilha;#NOMBRE!;01/01/1970
Cheng miu ying hung;1994;Gordon Chan;#NOMBRE!;01/01/1970
The Talented Mr. Ripley;1999;Anthony Minghella;#NOMBRE!;01/01/1970
The Texas Chainsaw Massacre;2003;Marcus Nispel;#NOMBRE!;01/01/1970
The Ring;2002;Gore Verbinski;#NOMBRE!;01/01/1970
Evil Dead;2013;Fede Alvarez;#NOMBRE!;01/01/1970
Cape Fear;1991;Martin Scorsese;#NOMBRE!;01/01/1970
Scarface;1983;Brian De Palma;#NOMBRE!;01/01/1970
King Kong;2005;Peter Jackson;#NOMBRE!;01/01/1970
The Hills Have Eyes;2006;Alexandre Aja;#NOMBRE!;01/01/1970
Conan the Destroyer;1984;Richard Fleischer;#NOMBRE!;01/01/1970
Zoolander;2001;Ben Stiller;#NOMBRE!;01/01/1970
Silent Hill;2006;Christophe Gans;#NOMBRE!;01/01/1970
X-Men: First Class;2011;Matthew Vaughn;#NOMBRE!;01/01/1970
Unbreakable;2000;M. Night Shyamalan;#NOMBRE!;01/01/1970
Watchmen;2009;Zack Snyder;#NOMBRE!;01/01/1970
Les Couloirs du temps - Les Visiteurs II;1998;Jean-Marie Poiré;#NOMBRE!;01/01/1970
Austin Powers in Goldmember;2002;Jay Roach;#NOMBRE!;01/01/1970
Clerks II;2006;Kevin Smith;#NOMBRE!;01/01/1970
Pirates of the Caribbean: On Stranger Tides;2011;Rob Marshall;#NOMBRE!;01/01/1970
The Dark Crystal;1982;Jim Henson Frank Oz;#NOMBRE!;01/01/1970
The Avengers;2012;Joss Whedon;#NOMBRE!;01/01/1970
Lethal Weapon 4;1998;Richard Donner;#NOMBRE!;01/01/1970
Spider-Man 3;2007;Sam Raimi;#NOMBRE!;01/01/1970
Scott Pilgrim Vs. The World;2010;Edgar Wright;#NOMBRE!;01/01/1970
I Am Number Four;2011;D.J. Caruso;#NOMBRE!;01/01/1970
Big Trouble in Little China;1986;John Carpenter;#NOMBRE!;01/01/1970
Sherlock Holmes: A Game of Shadows;2011;Guy Ritchie;#NOMBRE!;01/01/1970
The Hitchhiker's Guide to the Galaxy;2005;Garth Jennings;#NOMBRE!;01/01/1970
Scream 4;2011;Wes Craven;#NOMBRE!;01/01/1970
The Chronicles of Riddick;2004;David Twohy;#NOMBRE!;01/01/1970
Terminator: Salvation;2009;McG;#NOMBRE!;01/01/1970
Kill Bill: Vol. 2;2004;Quentin Tarantino;#NOMBRE!;01/01/1970
John Carter;2012;Andrew Stanton;#NOMBRE!;01/01/1970
Jurassic Park III;2001;Joe Johnston;#NOMBRE!;01/01/1970
Army of Darkness;1992;Sam Raimi;#NOMBRE!;01/01/1970
Gremlins 2: The New Batch;1990;Joe Dante;#NOMBRE!;01/01/1970
Hellboy II: The Golden Army;2008;Guillermo del Toro;#NOMBRE!;01/01/1970
Pacific Rim;2013;Guillermo del Toro;#NOMBRE!;01/01/1970
V for Vendetta;2006;James McTeigue;#NOMBRE!;01/01/1970
Rise of the Planet of the Apes;2011;Rupert Wyatt;#NOMBRE!;01/01/1970
Eternal Sunshine of the Spotless Mind;2004;Michel Gondry;#NOMBRE!;01/01/1970
Avalon;2001;Mamoru Oshii;#NOMBRE!;01/01/1970
Prometheus;2012;Ridley Scott;#NOMBRE!;01/01/1970
Equilibrium;2002;Kurt Wimmer;#NOMBRE!;01/01/1970
Videodrome;1983;David Cronenberg;#NOMBRE!;01/01/1970
Alien: Resurrection;1997;Jean-Pierre Jeunet;#NOMBRE!;01/01/1970
Star Trek Into Darkness;2013;J.J. Abrams;#NOMBRE!;01/01/1970
Star Trek;2009;J.J. Abrams;#NOMBRE!;01/01/1970
Gravity;2013;Alfonso Cuarón;#NOMBRE!;01/01/1970
Dune;1984;David Lynch;#NOMBRE!;01/01/1970
District 9;2009;Neill Blomkamp;#NOMBRE!;01/01/1970
Mad Max Beyond Thunderdome;1985;George Miller George Ogilvie;#NOMBRE!;01/01/1970
Escape from New York;1981;John Carpenter;#NOMBRE!;01/01/1970
28 Weeks Later;2007;Juan Carlos Fresnadillo;#NOMBRE!;01/01/1970
Dawn of the Dead;2004;Zack Snyder;#NOMBRE!;01/01/1970
The Book of Eli;2010;Albert Hughes Allen Hughes;#NOMBRE!;01/01/1970
I Am Legend;2007;Francis Lawrence;#NOMBRE!;01/01/1970
Mad Max 2: The Road Warrior;1981;George Miller;#NOMBRE!;01/01/1970
Dawn of the Dead;1978;George A. Romero;#NOMBRE!;01/01/1970
The Texas Chain Saw Massacre;1974;Tobe Hooper;#NOMBRE!;01/01/1970
The Ides of March;2011;George Clooney;#NOMBRE!;01/01/1970
La Conquête;2011;Xavier Durringer;#NOMBRE!;01/01/1970
Dancer in the Dark;2000;Lars von Trier;#NOMBRE!;01/01/1970
Nuovo Cinema Paradiso;1988;Giuseppe Tornatore;#NOMBRE!;01/01/1970
Children of Men;2006;Alfonso Cuarón;#NOMBRE!;01/01/1970
Melancholia;2011;Lars von Trier;#NOMBRE!;01/01/1970
The Truman Show;1998;Peter Weir;#NOMBRE!;01/01/1970
The Usual Suspects;1995;Bryan Singer;#NOMBRE!;01/01/1970
Un air de famille;1996;Cédric Klapisch;#NOMBRE!;01/01/1970
American Beauty;1999;Sam Mendes;#NOMBRE!;01/01/1970
Tron: Legacy;2010;Joseph Kosinski;#NOMBRE!;01/01/1970
Short Circuit;1986;John Badham;#NOMBRE!;01/01/1970
Tron;1982;Steven Lisberger;#NOMBRE!;01/01/1970
I Robot;2004;Alex Proyas;#NOMBRE!;01/01/1970
WarGames;1983;John Badham;#NOMBRE!;01/01/1970
Bicentennial Man;1999;Chris Columbus;#NOMBRE!;01/01/1970
Dikkenek;2006;Olivier Van Hoofstadt;#NOMBRE!;01/01/1970
Taxi 4;2007;Gérard Krawczyk;#NOMBRE!;01/01/1970
JCVD;2008;Mabrouk el Mechri;#NOMBRE!;01/01/1970
La Personne aux deux personnes;2008;Nicolas Charlet Bruno Lavaine;#NOMBRE!;01/01/1970
Incognito;2009;Éric Lavaine;#NOMBRE!;01/01/1970
Le Petit Nicolas;2009;Laurent Tirard;#NOMBRE!;01/01/1970
L'Arnacœur;2010;Pascal Chaumeil;#NOMBRE!;01/01/1970
Une pure affaire;2011;Alexandre Coffre;#NOMBRE!;01/01/1970
Subway;1985;Luc Besson;#NOMBRE!;01/01/1970
Le Grand Bleu;1988;Luc Besson;#NOMBRE!;01/01/1970
Nikita;1990;Luc Besson;#NOMBRE!;01/01/1970
Léon: The Professional;1994;Luc Besson;#NOMBRE!;01/01/1970
Angel-A;2005;Luc Besson;#NOMBRE!;01/01/1970
Les Aventures extraordinaires d'Adèle Blanc-Sec;2010;Luc Besson;#NOMBRE!;01/01/1970
The Lady;2011;Luc Besson;#NOMBRE!;01/01/1970
The Family;2013;Luc Besson;#NOMBRE!;01/01/1970
Lucy;2014;Luc Besson;#NOMBRE!;01/01/1970
The Birds;1963;Alfred Hitchcock;#NOMBRE!;01/01/1970
Wassup Rockers;2006;Larry Clark;#NOMBRE!;01/01/1970
Donnie Darko;2001;Richard Kelly;#NOMBRE!;01/01/1970
Dead Poets Society;1989;Peter Weir;#NOMBRE!;01/01/1970
Superbad;2007;Greg Mottola;#NOMBRE!;01/01/1970
La Vie d'Adèle - Chapitres 1 et 2;2013;Abdellatif Kechiche;#NOMBRE!;01/01/1970
Bully;2001;Larry Clark;#NOMBRE!;01/01/1970
Le Péril jeune;1994;Cédric Klapisch;#NOMBRE!;01/01/1970
Juno;2007;Jason Reitman;#NOMBRE!;01/01/1970
Ghost World;2001;Terry Zwigoff;#NOMBRE!;01/01/1970
Thirteen;2003;Catherine Hardwicke;#NOMBRE!;01/01/1970
Rebel Without a Cause;1955;Nicholas Ray;#NOMBRE!;01/01/1970
Zombieland;2009;Ruben Fleischer;#NOMBRE!;01/01/1970
Hot Shots!;1991;Jim Abrahams;#NOMBRE!;01/01/1970
Hot Shots! Part Deux;1993;Jim Abrahams;#NOMBRE!;01/01/1970
Kick-Ass;2010;Matthew Vaughn;#NOMBRE!;01/01/1970
Shaun of the Dead;2004;Edgar Wright;#NOMBRE!;01/01/1970
Augustin roi du kung-fu;1999;Anne Fontaine;#NOMBRE!;01/01/1970
Am faa;1998;Patrick Yau Johnnie To;#NOMBRE!;01/01/1970
Hai shang hua;1998;Hou Hsiao-Hsien;#NOMBRE!;01/01/1970
Boh lei chun;1999;Vincent Kok;#NOMBRE!;01/01/1970
Dong jing gong lüe;2000;Jingle Ma;#NOMBRE!;01/01/1970
Tian xia wu shuang;2002;Jeffrey Lau;#NOMBRE!;01/01/1970
Dung che sai duk;1994;Wong Kar-Wai;#NOMBRE!;01/01/1970
Splash;1984;Ron Howard;#NOMBRE!;01/01/1970
Turner & Hooch;1989;Roger Spottiswoode;#NOMBRE!;01/01/1970
Sleepless in Seattle;1993;Nora Ephron;#NOMBRE!;01/01/1970
Philadelphia;1993;Jonathan Demme;#NOMBRE!;01/01/1970
That Thing You Do !;1997;Tom Hanks;#NOMBRE!;01/01/1970
You've Got Mail;1998;Nora Ephron;#NOMBRE!;01/01/1970
Toy Story 2;1999;John Lasseter Ash Brannon Lee Unkrich;#NOMBRE!;01/01/1970
Road to Perdition;2002;Sam Mendes;#NOMBRE!;01/01/1970
The Ladykillers;2004;Ethan Coen Joel Coen;#NOMBRE!;01/01/1970
The Da Vinci Code;2006;Ron Howard;#NOMBRE!;01/01/1970
Who Killed The Electric Car?;2006;Chris Paine;#NOMBRE!;01/01/1970
The Simpsons Movie;2007;David Silverman;#NOMBRE!;01/01/1970
Angels & Demons;2009;Ron Howard;#NOMBRE!;01/01/1970
Romancing the Stone;1984;Robert Zemeckis;#NOMBRE!;01/01/1970
Death Becomes Her;1992;Robert Zemeckis;#NOMBRE!;01/01/1970
Contact;1997;Robert Zemeckis;#NOMBRE!;01/01/1970
Close Encounters of the Third Kind;1977;Steven Spielberg;#NOMBRE!;01/01/1970
A.I. Artificial Intelligence;2001;Steven Spielberg;#NOMBRE!;01/01/1970
Minority Report;2002;Steven Spielberg;#NOMBRE!;01/01/1970
The Terminal;2004;Steven Spielberg;#NOMBRE!;01/01/1970
Munich;2005;Steven Spielberg;#NOMBRE!;01/01/1970
The Adventures of Tintin: The Secret of the Unicorn;2011;Steven Spielberg;#NOMBRE!;01/01/1970
The Abyss;1989;James Cameron;#NOMBRE!;01/01/1970
True Lies;1994;James Cameron;#NOMBRE!;01/01/1970
Avatar;2009;James Cameron;#NOMBRE!;01/01/1970
Grease;1978;Randal Kleiser;#NOMBRE!;01/01/1970
La Tour Montparnasse infernale;2001;Charles Nemes;#NOMBRE!;01/01/1970
GoldenEye;1995;Martin Campbell;#NOMBRE!;01/01/1970
Commando;1985;Mark L. Lester;#NOMBRE!;01/01/1970
Ghostbusters II;1989;Ivan Reitman;#NOMBRE!;01/01/1970
Forrest Gump;1994;Robert Zemeckis;#NOMBRE!;01/01/1970
RRRrrrr !!!;2004;Alain Chabat;#NOMBRE!;01/01/1970
Les Bronzés;1978;Patrice Leconte;#NOMBRE!;01/01/1970
Les Aventures de Rabbi Jacob;1973;Gérard Oury;#NOMBRE!;01/01/1970
Lethal Weapon;1987;Richard Donner;#NOMBRE!;01/01/1970
Le Gendarme de Saint-Tropez;1964;Jean Girault;#NOMBRE!;01/01/1970
E.T. the Extra-Terrestrial;1982;Steven Spielberg;#NOMBRE!;01/01/1970
Les Trois Frères;1995;Didier Bourdon Bernard Campan;#NOMBRE!;01/01/1970
Predator;1987;John McTiernan;#NOMBRE!;01/01/1970
Kill Bill: Vol. 1;2003;Quentin Tarantino;#NOMBRE!;01/01/1970
The Terminator;1984;James Cameron;#NOMBRE!;01/01/1970
Pirates of the Caribbean: The Curse of the Black Pearl;2003;Gore Verbinski;#NOMBRE!;01/01/1970
La Folie des grandeurs;1971;Gérard Oury;#NOMBRE!;01/01/1970
Star Wars: Episode II - Attack of the Clones;2002;George Lucas;#NOMBRE!;01/01/1970
Jaws;1975;Steven Spielberg;#NOMBRE!;01/01/1970
Beauty and the Beast;1991;Gary Trousdale Kirk Wise;#NOMBRE!;01/01/1970
The Blues Brothers;1980;John Landis;#NOMBRE!;01/01/1970
Harry Potter and the Goblet of Fire;2005;Mike Newell;#NOMBRE!;01/01/1970
Willow;1988;Ron Howard;#NOMBRE!;01/01/1970
Harry Potter and the Prisoner of Azkaban;2004;Alfonso Cuarón;#NOMBRE!;01/01/1970
Who Framed Roger Rabbit;1988;Robert Zemeckis;#NOMBRE!;01/01/1970
Wayne's World;1992;Penelope Spheeris;#NOMBRE!;01/01/1970
Aliens;1986;James Cameron;#NOMBRE!;01/01/1970
Star Wars: Episode III - Revenge of the Sith;2005;George Lucas;#NOMBRE!;01/01/1970
Harry Potter and the Chamber of Secrets;2002;Chris Columbus;#NOMBRE!;01/01/1970
Star Wars: Episode I - The Phantom Menace;1999;George Lucas;#NOMBRE!;01/01/1970
Jumanji;1995;Joe Johnston;#NOMBRE!;01/01/1970
Last Action Hero;1993;John McTiernan;#NOMBRE!;01/01/1970
Les Bronzés font du ski;1979;Patrice Leconte;#NOMBRE!;01/01/1970
Les Visiteurs;1993;Jean-Marie Poiré;#NOMBRE!;01/01/1970
Home Alone;1990;Chris Columbus;#NOMBRE!;01/01/1970
Les Douze Travaux d'Astérix;1976;René Goscinny Albert Uderzo;#NOMBRE!;01/01/1970
Back to the Future Part III;1990;Robert Zemeckis;#NOMBRE!;01/01/1970
Le père Noël est une ordure;1982;Jean-Marie Poiré;#NOMBRE!;01/01/1970
The Fifth Element;1997;Luc Besson;#NOMBRE!;01/01/1970
Hook;1991;Steven Spielberg;#NOMBRE!;01/01/1970
Terminator 2: Judgment Day;1991;James Cameron;#NOMBRE!;01/01/1970
Raiders of the Lost Ark;1981;Steven Spielberg;#NOMBRE!;01/01/1970
Star Wars Episode VI: Return of the Jedi;1983;Richard Marquand;#NOMBRE!;01/01/1970
Harry Potter and the Sorcerer's Stone;2001;Chris Columbus;#NOMBRE!;01/01/1970
