Title,Year,Directors,Rating10,WatchedDate
"127 Hours",2010,Danny Boyle,NaN,1970-01-01
"Trance",2013,Danny Boyle,NaN,1970-01-01
"Everything You Always Wanted to Know about Sex but Were Afraid to Ask",1972,Woody Allen,NaN,1970-01-01
"Sleeper",1973,Woody Allen,NaN,1970-01-01
"Radio Days",1987,Woody Allen,NaN,1970-01-01
"Mighty Aphrodite",1995,Woody Allen,NaN,1970-01-01
"Everyone Says I Love You",1996,Woody Allen,NaN,1970-01-01
"Celebrity",1998,Woody Allen,NaN,1970-01-01
"Sweet and Lowdown",1999,Woody Allen,NaN,1970-01-01
"Small Time Crooks",2000,Woody Allen,NaN,1970-01-01
"The Curse of the Jade Scorpion",2001,Woody Allen,NaN,1970-01-01
"Vicky Cristina Barcelona",2008,Woody Allen,NaN,1970-01-01
"To Rome with Love",2012,Woody Allen,NaN,1970-01-01
"Magic in the Moonlight",2014,Woody Allen,NaN,1970-01-01
"Manhattan",1979,Woody Allen,NaN,1970-01-01
"Manhattan Murder Mystery",1993,Woody Allen,NaN,1970-01-01
"Zelig",1983,Woody Allen,NaN,1970-01-01
"Scoop",2006,Woody Allen,NaN,1970-01-01
"Whatever Works",2009,Woody Allen,NaN,1970-01-01
"Annie Hall",1977,Woody Allen,NaN,1970-01-01
"Appleseed",2004,Shinji Aramaki Masamune Shirow,NaN,1970-01-01
"Doragon Bôru Zetto: Moetsukiro!! Nessen Ressen Chô-Gekisen",1993,Shigeyasu Yamauchi,NaN,1970-01-01
"Street Fighter II gekijô-ban",1994,Gisaburō Sugii,NaN,1970-01-01
"Buraddo Za Rasuto Vanpaia",2000,Hiroyuki Kitakubo,NaN,1970-01-01
"Interstella 5555: The 5tory of the 5ecret 5tar 5ystem",2003,Kazuhisa Takenouchi Hirotoshi Rissen Daisuke Nishio,NaN,1970-01-01
"Neko no ongaeshi",2002,Hiroyuki Morita,NaN,1970-01-01
"Kidô keisatsu patorebâ: Gekijô-ban",1989,Mamoru Oshii,NaN,1970-01-01
"Hōhokekyo tonari no Yamada-kun",1999,Isao Takahata,NaN,1970-01-01
"Memorîzu",1995,Koji Morimoto Tensai Okamura Katsuhiro Ôtomo,NaN,1970-01-01
"Ôritsu Uchû-gun: Oneamisu no Tsubasa",1987,Hiroyuki Yamaga,NaN,1970-01-01
"Suchîmubôi",2004,Katsuhiro Ôtomo,NaN,1970-01-01
"Kidô keisatsu patorebâ: The Movie 2",1993,Mamoru Oshii,NaN,1970-01-01
"Metoroporisu",2001,Rintarô,NaN,1970-01-01
"Shin Seiki Evangelion Gekijô-Ban : Airmagokoro Wo Kimi Ni",1997,Hideaki Anno Kazuya Tsurumaki,NaN,1970-01-01
"Inosensu",2004,Mamoru Oshii,NaN,1970-01-01
"Sennen joyû",2002,Satoshi Kon,NaN,1970-01-01
"Jin-Rô",2000,Hiroyuki Okiura,NaN,1970-01-01
"Perfect Blue",1998,Satoshi Kon,NaN,1970-01-01
"Papurika",2006,Satoshi Kon,NaN,1970-01-01
"Kôkaku kidôtai",1995,Mamoru Oshii,NaN,1970-01-01
"Tasogare Seibei",2002,Yôji Yamada,NaN,1970-01-01
"Shurayukihime",1973,Toshiya Fujita,NaN,1970-01-01
"Goyôkin",1969,Hideo Gosha,NaN,1970-01-01
"Heisei tanuki gassen pompoko",1994,Isao Takahata,NaN,1970-01-01
"Majo no takkyūbin",1989,Hayao Miyazaki,NaN,1970-01-01
"Kaze no tani no Naushika",1984,Hayao Miyazaki,NaN,1970-01-01
"Kurenai no Buta",1992,Hayao Miyazaki,NaN,1970-01-01
"Tenkû no shiro Rapyuta",1986,Hayao Miyazaki,NaN,1970-01-01
"Tonari no Totoro",1988,Hayao Miyazaki,NaN,1970-01-01
"Turks Fruit",1973,Paul Verhoeven,NaN,1970-01-01
"RoboCop",1987,Paul Verhoeven,NaN,1970-01-01
"Total Recall",1990,Paul Verhoeven,NaN,1970-01-01
"Three Kings",1999,David O. Russell,NaN,1970-01-01
"Starship Troopers",1997,Paul Verhoeven,NaN,1970-01-01
"Good Morning Vietnam",1987,Barry Levinson,NaN,1970-01-01
"Empire of the Sun",1987,Steven Spielberg,NaN,1970-01-01
"La vita è bella",1997,Roberto Benigni,NaN,1970-01-01
"Le Vieux Fusil",1975,Robert Enrico,NaN,1970-01-01
"La Grande Vadrouille",1966,Gérard Oury,NaN,1970-01-01
"Born on the Fourth of July",1989,Oliver Stone,NaN,1970-01-01
"Paris brûle-t-il ?",1966,René Clément,NaN,1970-01-01
"The Pianist",2002,Roman Polanski,NaN,1970-01-01
"Inglourious Basterds",2009,Quentin Tarantino,NaN,1970-01-01
"Lone Survivor",2013,Peter Berg,NaN,1970-01-01
"M.A.S.H.",1970,Robert Altman,NaN,1970-01-01
"Flags of Our Fathers",2006,Clint Eastwood,NaN,1970-01-01
"Jarhead",2005,Sam Mendes,NaN,1970-01-01
"Enemy at the Gates",2001,Jean-Jacques Annaud,NaN,1970-01-01
"The Great Escape",1963,John Sturges,NaN,1970-01-01
"Black Hawk Down",2002,Ridley Scott,NaN,1970-01-01
"Saving Private Ryan",1998,Steven Spielberg,NaN,1970-01-01
"Platoon",1986,Oliver Stone,NaN,1970-01-01
"The Thin Red Line",1998,Terrence Malick,NaN,1970-01-01
"Shi mian mai fu",2004,Zhāng Yì-Móu,NaN,1970-01-01
"Ying xiong",2002,Zhāng Yì-Móu,NaN,1970-01-01
"Snowpiercer",2013,Bong Joon-Ho,NaN,1970-01-01
"Juyuso Seubgyuksageun",1999,Kim Sang-Jin,NaN,1970-01-01
"Nabbeun Namja",2002,Kim Ki-Duk Cho Chang-Ho,NaN,1970-01-01
"Ssaibogeujiman Gwaenchanha",2006,Park Chan-Wook,NaN,1970-01-01
"Nae Meorisokui Jiwoogae",2004,John H. Lee,NaN,1970-01-01
"Kim Bok-Nam Salinsageonui Jeonmal",2010,Jang Cheol-Soo,NaN,1970-01-01
"Bakjwi",2009,Park Chan-Wook,NaN,1970-01-01
"Taegukgi",2004,Kang Je-Gyu,NaN,1970-01-01
"Joheunnom Nabbeunnom Isanghannom",2008,Kim Jee-Woon,NaN,1970-01-01
"Binjip",2004,Kim Ki-Duk,NaN,1970-01-01
"Gwoemul",2006,Bong Joon-Ho,NaN,1970-01-01
"Chinjeolhan Geumjassi",2005,Park Chan-Wook,NaN,1970-01-01
"Boksuneun Naui Geot",2002,Park Chan-Wook,NaN,1970-01-01
"Akmareul Boattda",2010,Kim Jee-Woon,NaN,1970-01-01
"Gongdonggyeongbiguyeok JSA",2000,Park Chan-Wook,NaN,1970-01-01
"Kozure Ôkami: Kowokashi udekashi tsukamatsuru",1972,Kenji Misumi,NaN,1970-01-01
"Dai-bosatsu tôge",1966,Kihachi Okamoto,NaN,1970-01-01
"Tetsuo",1989,Shinya Tsukamoto,NaN,1970-01-01
"Gojira",1954,Ishirô Honda,NaN,1970-01-01
"Ugetsu monogatari",1953,Kenji Mizoguchi,NaN,1970-01-01
"Låt den rätte komma in",2008,Tomas Alfredson,NaN,1970-01-01
"The Hunger Games",2012,Gary Ross,NaN,1970-01-01
"1984",1984,Michael Radford,NaN,1970-01-01
"The Hobbit: An Unexpected Journey",2012,Peter Jackson,NaN,1970-01-01
"L.A. Confidential",1997,Curtis Hanson,NaN,1970-01-01
"The Road",2009,John Hillcoat,NaN,1970-01-01
"Carrie",1976,Brian De Palma,NaN,1970-01-01
"The Green Mile",1999,Frank Darabont,NaN,1970-01-01
"The Name of the Rose",1986,Jean-Jacques Annaud,NaN,1970-01-01
"The Silence of the Lambs",1991,Jonathan Demme,NaN,1970-01-01
"Män som hatar kvinnor",2009,Niels Arden Oplev,NaN,1970-01-01
"The Lord of the Rings: The Two Towers",2002,Peter Jackson,NaN,1970-01-01
"Misery",1990,Rob Reiner,NaN,1970-01-01
"The Lord of the Rings: The Fellowship of the Ring",2001,Peter Jackson,NaN,1970-01-01
"Planet of the Apes",1968,Franklin J. Schaffner,NaN,1970-01-01
"Requiem for a Dream",2000,Darren Aronofsky,NaN,1970-01-01
"The Fountain",2006,Darren Aronofsky,NaN,1970-01-01
"The Wrestler",2008,Darren Aronofsky,NaN,1970-01-01
"Black Swan",2010,Darren Aronofsky,NaN,1970-01-01
"Noah",2014,Darren Aronofsky,NaN,1970-01-01
"The Game",1997,David Fincher,NaN,1970-01-01
"Panic Room",2002,David Fincher,NaN,1970-01-01
"Lords of Dogtown",2005,Catherine Hardwicke,NaN,1970-01-01
"The Girl with the Dragon Tattoo",2011,David Fincher,NaN,1970-01-01
"Gone Girl",2014,David Fincher,NaN,1970-01-01
"The Curious Case of Benjamin Button",2008,David Fincher,NaN,1970-01-01
"Jurassic Park",1993,Steven Spielberg,NaN,1970-01-01
"Die bian",1979,Tsui Hark,NaN,1970-01-01
"Di yu wu men",1980,Tsui Hark,NaN,1970-01-01
"Ying hung boon sik III jik yeung ji gor",1989,Tsui Hark,NaN,1970-01-01
"Siu ngo gong woo",1990,King Hu Tsui Hark Ching Siu-Tung Raymond Lee Wai-Man Ann Hui Andrew Kam,NaN,1970-01-01
"Sien lui yau wan III: Dou dou dou",1991,Ching Siu-Tung,NaN,1970-01-01
"Wong Fei Hung",1991,Tsui Hark,NaN,1970-01-01
"Wong Fei Hung II: Nam yee tung chi keung",1992,Tsui Hark,NaN,1970-01-01
"San lung moon hak chan",1992,Ching Siu-Tung Tsui Hark Raymond Lee Wai-Man,NaN,1970-01-01
"Wong Fei Hung III: Si wong jaang ba",1993,Tsui Hark,NaN,1970-01-01
"Ching se",1993,Tsui Hark,NaN,1970-01-01
"Leung juk",1994,Tsui Hark,NaN,1970-01-01
"Wong Fei Hung chi neung: Lung shing chim pa",1994,Tsui Hark,NaN,1970-01-01
"Gam yuk moon tong",1995,Tsui Hark,NaN,1970-01-01
"Dao",1995,Tsui Hark,NaN,1970-01-01
"Wong Fei Hung VI: Sai wik hung see",1997,Sammo Hung,NaN,1970-01-01
"Shu shan zheng zhuan",2001,Tsui Hark,NaN,1970-01-01
"Chat gim",2005,Tsui Hark,NaN,1970-01-01
"Nv Ren Bu Huai",2008,Tsui Hark,NaN,1970-01-01
"Di Renjie: Tong tian di guo",2010,Tsui Hark,NaN,1970-01-01
"Long men fei jia",2011,Tsui Hark,NaN,1970-01-01
"Ying hung boon sik",1986,John Woo,NaN,1970-01-01
"Ying hung boon sik II",1987,John Woo Tsui Hark,NaN,1970-01-01
"Chik wang sei hoi",1991,John Woo,NaN,1970-01-01
"Dip huet gai tau",1990,John Woo,NaN,1970-01-01
"Hard Target",1993,John Woo,NaN,1970-01-01
"Broken Arrow",1996,John Woo,NaN,1970-01-01
"FaceOff",1997,John Woo,NaN,1970-01-01
"Mission: Impossible II",2000,John Woo,NaN,1970-01-01
"Paycheck",2003,John Woo,NaN,1970-01-01
"Chi Bi",2008,John Woo,NaN,1970-01-01
"Jianyu",2010,Su Chao-Pin John Woo,NaN,1970-01-01
"Maai hung paak yan",2001,Pang Ho-Cheung,NaN,1970-01-01
"Daai cheung foo",2003,Pang Ho-Cheung,NaN,1970-01-01
"Beyond Our Ken",NaN,Pang Ho-Cheung,NaN,1970-01-01
"Qing chun meng gong chang",2005,Pang Ho-Cheung,NaN,1970-01-01
"Chi ming yu chun giu",2010,Pang Ho-Cheung,NaN,1970-01-01
"Wai dor lei ah yut ho",2010,Pang Ho-Cheung,NaN,1970-01-01
"Aau chin 2",2001,Law Wing-Cheong Johnnie To,NaN,1970-01-01
"Seng fat dak ging",1988,Andrew Kam Johnnie To Tsui Hark,NaN,1970-01-01
"Am zin",1999,Johnnie To,NaN,1970-01-01
"Chuen jik sat sau",2001,Johnnie To Wai Ka-Fai Law Wing-Cheong,NaN,1970-01-01
"Daai chek liu",2003,Johnnie To Wai Ka-Fai Law Wing-Cheong,NaN,1970-01-01
"Daai si gin",2004,Johnnie To Law Wing-Cheong,NaN,1970-01-01
"PTU",2003,Johnnie To Law Wing-Cheong,NaN,1970-01-01
"Hak se wui",2005,Johnnie To,NaN,1970-01-01
"Hak se wui yi wo wai kwai",2006,Johnnie To,NaN,1970-01-01
"Fong juk",2006,Johnnie To Law Wing-Cheong,NaN,1970-01-01
"Man jeuk",2008,Johnnie To,NaN,1970-01-01
"Fuk sau",2009,Johnnie To,NaN,1970-01-01
"Merry Christmas Mr Lawrence",1983,Nagisa Ōshima,NaN,1970-01-01
"Tokyo Eyes",1998,Jean-Pierre Limosin,NaN,1970-01-01
"Gohatto",1999,Nagisa Ōshima,NaN,1970-01-01
"Batoru rowaiaru",2000,Kinji Fukasaku,NaN,1970-01-01
"Batoru rowaiaru II: Chinkonka",2003,Kenta Fukasaku Kinji Fukasaku,NaN,1970-01-01
"Hana-bi",1997,Takeshi Kitano,NaN,1970-01-01
"Ano natsu ichiban shizukana umi",1991,Takeshi Kitano,NaN,1970-01-01
"Kikujirô no natsu",1999,Takeshi Kitano,NaN,1970-01-01
"Brother",2000,Takeshi Kitano,NaN,1970-01-01
"Minnâ-yatteruka!",1995,Takeshi Kitano,NaN,1970-01-01
"Dôruzu",2002,Takeshi Kitano,NaN,1970-01-01
"Takeshis'",2005,Takeshi Kitano,NaN,1970-01-01
"Kantoku · Banzai!",2007,Takeshi Kitano,NaN,1970-01-01
"Akiresu to kame",2008,Takeshi Kitano,NaN,1970-01-01
"Spartacus",1960,Stanley Kubrick,NaN,1970-01-01
"Room 237",2012,Rodney Ascher,NaN,1970-01-01
"Donzoko",1957,Akira Kurosawa,NaN,1970-01-01
"Yojimbo",1961,Akira Kurosawa,NaN,1970-01-01
"Kagemusha",1980,Akira Kurosawa,NaN,1970-01-01
"Le Salaire de la peur",1953,Henri-Georges Clouzot,NaN,1970-01-01
"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",1964,Stanley Kubrick,NaN,1970-01-01
"The Lord of the Rings: The Return of the King",2003,Peter Jackson,NaN,1970-01-01
"Schindler's List",1993,Steven Spielberg,NaN,1970-01-01
"The Dark Knight",2008,Christopher Nolan,NaN,1970-01-01
"Nuit et Brouillard",1956,Alain Resnais,NaN,1970-01-01
"The Thing",1982,John Carpenter,NaN,1970-01-01
"Mommy",2014,Xavier Dolan,NaN,1970-01-01
"Full Metal Jacket",1987,Stanley Kubrick,NaN,1970-01-01
"Taxi Driver",1976,Martin Scorsese,NaN,1970-01-01
"The Shawshank Redemption",1994,Frank Darabont,NaN,1970-01-01
"Back to the Future",1985,Robert Zemeckis,NaN,1970-01-01
"Se7en",1995,David Fincher,NaN,1970-01-01
"The Elephant Man",1980,David Lynch,NaN,1970-01-01
"Reservoir Dogs",1992,Quentin Tarantino,NaN,1970-01-01
"Oldeuboi",2003,Park Chan-Wook,NaN,1970-01-01
"A Clockwork Orange",1971,Stanley Kubrick,NaN,1970-01-01
"Carlito's Way",1993,Brian De Palma,NaN,1970-01-01
"North by Northwest",1959,Alfred Hitchcock,NaN,1970-01-01
"Citizen Kane",1941,Orson Welles,NaN,1970-01-01
"Monty Python and the Holy Grail",1975,Terry Gilliam Terry Jones,NaN,1970-01-01
"Salinui Chueok",2003,Bong Joon-Ho,NaN,1970-01-01
"Alien",1979,Ridley Scott,NaN,1970-01-01
"The Kid",1921,Charlie Chaplin,NaN,1970-01-01
"Star Wars Episode V: The Empire Strikes Back",1980,Irvin Kershner,NaN,1970-01-01
"Barry Lyndon",1975,Stanley Kubrick,NaN,1970-01-01
"Vertigo",1958,Alfred Hitchcock,NaN,1970-01-01
"Modern Times",1936,Charlie Chaplin,NaN,1970-01-01
"Hotaru no haka",1988,Isao Takahata,NaN,1970-01-01
"The Deer Hunter",1978,Michael Cimino,NaN,1970-01-01
"Mononoke-hime",1997,Hayao Miyazaki,NaN,1970-01-01
"Sen to Chihiro no Kamikakushi",2001,Hayao Miyazaki,NaN,1970-01-01
"The Great Dictator",1940,Charlie Chaplin,NaN,1970-01-01
"Psycho",1960,Alfred Hitchcock,NaN,1970-01-01
"Le Trou",1960,Jacques Becker,NaN,1970-01-01
"Pulp Fiction",1994,Quentin Tarantino,NaN,1970-01-01
"The Godfather",1972,Francis Ford Coppola,NaN,1970-01-01
"Ratatouille",2007,Brad Bird Jan Pinkava,NaN,1970-01-01
"Sunshine",2007,Danny Boyle,NaN,1970-01-01
"Eastern Promises",2007,David Cronenberg,NaN,1970-01-01
"Zodiac",2007,David Fincher,NaN,1970-01-01
"Hot Fuzz",2007,Edgar Wright,NaN,1970-01-01
"Le Pacte des loups",2001,Christophe Gans,NaN,1970-01-01
"The Matrix Revolutions",2003,Lilly Wachowski Lana Wachowski,NaN,1970-01-01
"The Matrix Reloaded",2003,Lilly Wachowski Lana Wachowski,NaN,1970-01-01
"Astérix & Obélix - Mission Cléopâtre",2002,Alain Chabat,NaN,1970-01-01
"Dobermann",1997,Jan Kounen,NaN,1970-01-01
"Bram Stoker's Dracula",1992,Francis Ford Coppola,NaN,1970-01-01
"Deconstructing Harry",1997,Woody Allen,NaN,1970-01-01
"L'Homme qui aimait les femmes",1977,François Truffaut,NaN,1970-01-01
"Casablanca",1942,Michael Curtiz,NaN,1970-01-01
"Pi",1998,Darren Aronofsky,NaN,1970-01-01
"Ridicule",1996,Patrice Leconte,NaN,1970-01-01
"Crna mačka beli mačor",1998,Emir Kusturica,NaN,1970-01-01
"Eyes Wide Shut",1999,Stanley Kubrick,NaN,1970-01-01
"Kingsman: The Secret Service",2015,Matthew Vaughn,7,2015-06-13
"It Follows",2014,David Robert Mitchell,7,2015-06-07
"Chappie",2015,Neill Blomkamp,7,2015-06-06
"Fastlife",2014,Thomas Ngijol,6,2015-06-02
"Project Almanac",2014,Dean Israelite,6,2015-05-27
"Connasse princesse des cœurs",2015,Noémie Saglio Eloïse Lang,5,2015-05-23
"Mad Max",1979,George Miller,7,2015-05-22
"Mad Max - Fury Road",2015,George Miller,8,1970-01-01
"Avengers: Age of Ultron",2015,Joss Whedon,6,2015-05-17
"Whiplash",2014,Damien Chazelle,7,2015-05-02
"Autómata",2014,Gabe Ibáñez,6,2015-05-02
"Les Profs",2013,Pierre-François Martin-Laval,5,2015-04-27
"Dallas Buyers Club",2013,Jean-Marc Vallée,7,2015-04-14
"The Judge",2014,David Dobkin,6,2015-04-06
"Les Yeux jaunes des crocodiles",2014,Cécile Telerman,6,2015-03-20
"The Andromeda Strain",1971,Robert Wise,6,2015-03-18
"Big Hero 6",2014,Chris Williams Don Hall,6,2015-03-15
"The Imitation Game",2014,Morten Tyldum,7,2015-03-21
"The Haunted Palace",1963,Roger Corman,6,2015-02-28
"Killer Joe",2011,William Friedkin,7,2015-02-28
"The Captive",2014,Atom Egoyan,6,2015-02-23
"The Frozen Ground",2013,Scott Walker,6,2015-02-24
"American Sniper",2014,Clint Eastwood,7,2015-02-24
"2001: A Space Odyssey",1968,Stanley Kubrick,9,1970-01-01
"Lolita",1962,Stanley Kubrick,9,1970-01-01
"Fight Club",1999,David Fincher,9,1970-01-01
"Romeo + Juliet",1996,Baz Luhrmann,7,1970-01-01
"The Social Network",2010,David Fincher,9,1970-01-01
"Gattaca",1997,Andrew Niccol,8,1970-01-01
"Birdman or (The Unexpected Virtue of Ignorance)",2014,Alejandro González Iñárritu,7,1970-01-01
"No Reservations",2007,Scott Hicks,5,1970-01-01
"The Theory of Everything",2014,James Marsh,7,2015-02-15
"Mea Culpa",2014,Fred Cavayé,6,2015-02-15
"Les Trois Frères : Le Retour",2014,Didier Bourdon Bernard Campan Pascal Légitimus,5,1970-01-01
"22 Jump Street",2014,Phil Lord Christopher Miller,5,1970-01-01
"Taken 3",2015,Olivier Megaton,4,1970-01-01
"Gemma Bovery",2014,Anne Fontaine,7,1970-01-01
"La Famille Bélier",2014,Éric Lartigau,6,1970-01-01
"Le Cœur des hommes 3",2013,Marc Esposito,6,1970-01-01
"Toute première fois",2015,Maxime Govare Noémie Saglio,6,1970-01-01
"Exodus - Gods and Kings",2014,Ridley Scott,4,1970-01-01
"Kkeutkkaji Ganda",2014,Kim Sung-Hoon,6,2015-02-11
